game_id,date,time,season,home_team,away_team,home_score,away_score,home_corners,away_corners,total_corners,goal_diff,total_goals,is_draw,home_win,away_win,attendance,venue,odds_details,odds_over_under,odds_data_quality,shootout,status_completed,status_state,status_description,status_detail,home_ht_score,away_ht_score,total_ht_goals,home_moneyline_odds,away_moneyline_odds,closing_moneyline_odds,closing_spread_odds,closing_total_odds,bookmaker,region,snapshot_date,home_price,draw_price,away_price
736614,2025-07-11,19:00,2025,PUE,ATS,2,3,4,3,7,-1,5,0,0,1,11433,Estadio Cuauhtémoc,,,real,0,1,post,,,1.0,1.0,2.0,2.45,2.9,2.45,,,FanDuel,us,2025-07-11T21:00:00.000Z,2.45,3.0,2.9
735813,2025-05-25,19:00,2025,TOL,AME,2,0,4,2,6,2,2,0,1,0,27273,Estadio Nemesio Díez Riega,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
735812,2025-05-22,20:00,2025,AME,TOL,0,0,0,0,0,0,0,1,0,0,30406,Estadio Ciudad de los Deportes,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
735748,2025-05-18,19:15,2025,AME,CAZ,2,1,4,3,7,1,3,0,1,0,30872,Estadio Ciudad de los Deportes,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
735747,2025-05-17,19:00,2025,TOL,UANL,3,0,2,5,7,3,3,0,1,0,27273,Estadio Nemesio Díez Riega,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
735745,2025-05-15,20:00,2025,CAZ,AME,1,0,5,6,11,1,1,0,1,0,34951,Estadio Olímpico Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
735746,2025-05-14,21:00,2025,UANL,TOL,1,1,5,8,13,0,2,1,0,0,41615,Estadio Universitario,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
735478,2025-05-11,21:10,2025,UANL,NEC,2,2,5,8,13,0,4,1,0,0,39268,Estadio Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
735477,2025-05-11,19:00,2025,CAZ,LEO,2,1,5,6,11,1,3,0,1,0,20577,Estadio Olímpico Universitario,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
735476,2025-05-10,21:10,2025,AME,PAC,2,0,4,6,10,2,2,0,1,0,25417,Estadio Ciudad de los Deportes,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
735479,2025-05-10,19:00,2025,TOL,MTY,2,1,5,6,11,1,3,0,1,0,27273,Estadio Nemesio Díez Riega,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
735474,2025-05-08,21:10,2025,LEO,CAZ,2,3,3,0,3,-1,5,0,0,1,13667,Estadio León,,,real,0,1,post,,,1.0,3.0,4.0,,,,,,,,,,,
735472,2025-05-08,19:00,2025,NEC,UANL,0,0,10,1,11,0,0,1,0,0,20641,Estadio Victoria,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
735475,2025-05-07,21:10,2025,PAC,AME,0,0,5,3,8,0,0,1,0,0,13925,Estadio Hidalgo,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
735473,2025-05-07,19:00,2025,MTY,TOL,3,2,1,2,3,1,5,0,1,0,38647,Estadio BBVA,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
735577,2025-05-04,19:30,2025,MTY,PUM,2,0,3,0,3,2,2,0,1,0,47715,Estadio BBVA,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
735471,2025-04-27,19:30,2025,MTY,PAC,1,2,5,8,13,-1,3,0,0,1,48353,Estadio BBVA,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
735470,2025-04-27,18:00,2025,JUA,PUM,1,1,9,4,13,0,2,1,0,0,11074,Estadio Olímpico Benito Juárez,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725189,2025-04-20,21:00,2025,JUA,QRO,0,2,4,1,5,-2,2,0,0,1,6525,Estadio Olímpico Benito Juárez,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725194,2025-04-20,19:05,2025,LEO,MTY,0,2,4,5,9,-2,2,0,0,1,26510,Estadio León,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725195,2025-04-20,19:00,2025,ASL,PAC,2,1,4,7,11,1,3,0,1,0,10715,Estadio Libertad Financiera,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725193,2025-04-20,17:00,2025,SAN,TIJ,0,4,4,4,8,-4,4,0,0,1,8585,Estadio Corona,,,real,0,1,post,,,0.0,2.0,2.0,,,,,,,,,,,
725192,2025-04-19,21:15,2025,ATS,GDL,1,1,4,5,9,0,2,1,0,0,27504,Estadio Jalisco,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725191,2025-04-19,21:00,2025,UANL,PUM,2,1,5,1,6,1,3,0,1,0,38276,Estadio Universitario,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725190,2025-04-19,19:05,2025,TOL,CAZ,2,2,3,6,9,0,4,1,0,0,27263,Estadio Nemesio Díez Riega,,,real,0,1,post,,,2.0,2.0,4.0,,,,,,,,,,,
725188,2025-04-19,17:00,2025,AME,MAZ,5,0,8,4,12,5,5,0,1,0,28252,Estadio Ciudad de los Deportes,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725187,2025-04-18,19:00,2025,PUE,NEC,0,1,3,2,5,-1,1,0,0,1,13225,Estadio Cuauhtémoc,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725185,2025-04-16,21:05,2025,PUM,SAN,2,0,6,4,10,2,2,0,1,0,13230,Estadio Olímpico Universitario,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725186,2025-04-16,21:00,2025,MAZ,TIJ,0,2,4,4,8,-2,2,0,0,1,11323,Estadio El Encanto,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725182,2025-04-16,20:00,2025,ASL,TOL,0,1,11,7,18,-1,1,0,0,1,16709,Estadio Libertad Financiera,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725184,2025-04-16,19:00,2025,MTY,AME,1,0,7,8,15,1,1,0,1,0,49098,Estadio BBVA,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725183,2025-04-16,19:00,2025,QRO,ATS,1,2,9,1,10,-1,3,0,0,1,10721,Estadio Corregidora,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725180,2025-04-15,21:05,2025,CAZ,LEO,2,1,4,4,8,1,3,0,1,0,37348,Estadio Olímpico Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725181,2025-04-15,21:00,2025,JUA,NEC,2,2,2,3,5,0,4,1,0,0,10704,Estadio Olímpico Benito Juárez,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725179,2025-04-15,19:05,2025,GDL,PUE,1,0,4,7,11,1,1,0,1,0,29068,Estadio Akron,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725178,2025-04-15,19:00,2025,PAC,UANL,0,0,9,6,15,0,0,1,0,0,20636,Estadio Hidalgo,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725176,2025-04-13,17:00,2025,SAN,QRO,1,2,10,6,16,-1,3,0,0,1,10255,Estadio Corona,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725175,2025-04-12,21:15,2025,AME,CAZ,0,0,9,0,9,0,0,1,0,0,24520,Estadio Ciudad de los Deportes,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725173,2025-04-12,19:05,2025,ATS,TOL,2,3,7,4,11,-1,5,0,0,1,19256,Estadio Jalisco,,,real,0,1,post,,,2.0,2.0,4.0,,,,,,,,,,,
725174,2025-04-12,19:00,2025,UANL,MTY,2,1,5,5,10,1,3,0,1,0,41615,Estadio Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725172,2025-04-12,17:00,2025,PUM,JUA,0,0,3,3,6,0,0,1,0,0,10542,Estadio Olímpico Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725171,2025-04-12,17:00,2025,LEO,PUE,1,0,4,4,8,1,1,0,1,0,25437,Estadio León,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725170,2025-04-11,21:05,2025,MAZ,GDL,1,1,11,2,13,0,2,1,0,0,14945,Estadio El Encanto,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725169,2025-04-11,19:00,2025,NEC,PAC,3,5,8,4,12,-2,8,0,0,1,18292,Estadio Victoria,,,real,0,1,post,,,1.0,2.0,3.0,,,,,,,,,,,
725177,2025-04-10,20:05,2025,TIJ,ASL,2,1,5,7,12,1,3,0,1,0,12333,Estadio Caliente,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725167,2025-04-06,18:00,2025,TOL,SAN,2,1,0,0,0,1,3,0,1,0,27273,Estadio Nemesio Díez Riega,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725166,2025-04-05,21:10,2025,CAZ,PUM,3,2,2,2,4,1,5,0,1,0,37561,Estadio Cuauhtémoc,,,real,0,1,post,,,2.0,1.0,3.0,,,,,,,,,,,
725165,2025-04-05,19:05,2025,MTY,GDL,3,1,4,4,8,2,4,0,1,0,44481,Estadio BBVA,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725168,2025-04-05,19:00,2025,ASL,MAZ,2,1,4,3,7,1,3,0,1,0,12154,Estadio Libertad Financiera,,,real,0,1,post,,,2.0,1.0,3.0,,,,,,,,,,,
725164,2025-04-05,17:00,2025,PAC,AME,1,0,5,6,11,1,1,0,1,0,22186,Estadio Hidalgo,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725163,2025-04-05,17:00,2025,ATS,JUA,1,1,0,3,3,0,2,1,0,0,14312,Estadio Jalisco,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725162,2025-04-04,21:05,2025,PUE,UANL,0,0,1,9,10,0,0,1,0,0,14065,Estadio Cuauhtémoc,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725161,2025-04-04,21:00,2025,TIJ,NEC,1,2,12,3,15,-1,3,0,0,1,20333,Estadio Caliente,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725160,2025-04-04,19:00,2025,QRO,LEO,1,1,3,5,8,0,2,1,0,0,17770,Estadio Corregidora,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725159,2025-03-30,19:05,2025,LEO,PUM,1,2,3,3,6,-1,3,0,0,1,25571,Estadio León,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725158,2025-03-30,17:00,2025,SAN,ASL,2,3,7,3,10,-1,5,0,0,1,12155,Estadio Corona,,,real,0,1,post,,,2.0,1.0,3.0,,,,,,,,,,,
725156,2025-03-29,21:15,2025,MTY,TIJ,1,2,4,1,5,-1,3,0,0,1,43514,Estadio BBVA,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725157,2025-03-29,21:05,2025,GDL,CAZ,0,1,10,4,14,-1,1,0,0,1,30415,Estadio Jalisco,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725155,2025-03-29,19:05,2025,AME,UANL,3,0,4,8,12,3,3,0,1,0,29397,Estadio Ciudad de los Deportes,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725154,2025-03-29,17:00,2025,TOL,PAC,3,2,4,1,5,1,5,0,1,0,27273,Estadio Nemesio Díez Riega,,,real,0,1,post,,,3.0,0.0,3.0,,,,,,,,,,,
725151,2025-03-29,17:00,2025,JUA,PUE,2,0,4,7,11,2,2,0,1,0,6315,Estadio Olímpico Benito Juárez,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725153,2025-03-28,21:10,2025,MAZ,ATS,3,2,5,7,12,1,5,0,1,0,10166,Estadio El Encanto,,,real,0,1,post,,,2.0,2.0,4.0,,,,,,,,,,,
725152,2025-03-28,19:00,2025,NEC,QRO,2,0,8,6,14,2,2,0,1,0,19029,Estadio Victoria,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725150,2025-03-16,20:00,2025,PAC,TIJ,4,1,9,4,13,3,5,0,1,0,12158,Estadio Hidalgo,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725149,2025-03-16,18:00,2025,PUM,MTY,1,3,6,3,9,-2,4,0,0,1,34350,Estadio Olímpico Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725147,2025-03-15,21:05,2025,ATS,AME,1,3,8,5,13,-2,4,0,0,1,34787,Estadio Jalisco,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725148,2025-03-15,19:10,2025,JUA,GDL,1,1,4,3,7,0,2,1,0,0,19124,Estadio Olímpico Benito Juárez,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725146,2025-03-15,19:00,2025,CAZ,ASL,3,0,11,8,19,3,3,0,1,0,15933,Estadio Olímpico Universitario,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725145,2025-03-15,17:00,2025,UANL,SAN,3,0,9,0,9,3,3,0,1,0,40133,Estadio Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725144,2025-03-14,21:05,2025,PUE,TOL,0,3,3,6,9,-3,3,0,0,1,15920,Estadio Cuauhtémoc,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725143,2025-03-14,19:00,2025,QRO,MAZ,1,0,2,14,16,1,1,0,1,0,9871,Estadio Corregidora,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725142,2025-03-14,19:00,2025,NEC,LEO,2,1,3,8,11,1,3,0,1,0,20501,Estadio Victoria,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725141,2025-03-09,21:00,2025,TIJ,ATS,3,4,6,9,15,-1,7,0,0,1,17633,Estadio Caliente,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725140,2025-03-09,17:00,2025,SAN,LEO,2,1,3,3,6,1,3,0,1,0,23111,Estadio Corona,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725139,2025-03-08,21:05,2025,GDL,AME,0,0,5,5,10,0,0,1,0,0,41003,Estadio Akron,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725137,2025-03-08,19:05,2025,CAZ,MTY,1,1,5,6,11,0,2,1,0,0,22895,Estadio Olímpico Universitario,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725138,2025-03-08,19:00,2025,PAC,MAZ,1,1,6,1,7,0,2,1,0,0,13335,Estadio Hidalgo,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725136,2025-03-08,17:00,2025,TOL,NEC,5,2,5,2,7,3,7,0,1,0,27273,Estadio Nemesio Díez Riega,,,real,0,1,post,,,1.0,2.0,3.0,,,,,,,,,,,
725135,2025-03-07,21:00,2025,PUE,PUM,1,3,8,6,14,-2,4,0,0,1,20140,Estadio Cuauhtémoc,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725134,2025-03-07,19:00,2025,UANL,QRO,1,0,5,7,12,1,1,0,1,0,40297,Estadio Universitario,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725133,2025-03-07,19:00,2025,ASL,JUA,1,0,6,3,9,1,1,0,1,0,11807,Estadio Libertad Financiera,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725132,2025-03-02,20:05,2025,MTY,SAN,4,2,7,4,11,2,6,0,1,0,46665,Estadio BBVA,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725131,2025-03-02,18:00,2025,ATS,ASL,3,1,5,3,8,2,4,0,1,0,16331,Estadio Jalisco,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725130,2025-03-02,16:00,2025,QRO,PUE,2,0,4,7,11,2,2,0,1,0,8489,Estadio Corregidora,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725129,2025-03-01,21:10,2025,PUM,GDL,0,1,7,12,19,-1,1,0,0,1,33980,Estadio Olímpico Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725127,2025-03-01,19:00,2025,LEO,TIJ,2,1,6,2,8,1,3,0,1,0,25552,Estadio León,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725125,2025-03-01,19:00,2025,NEC,UANL,1,2,5,6,11,-1,3,0,0,1,19060,Estadio Victoria,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725128,2025-03-01,17:00,2025,JUA,PAC,2,2,2,7,9,0,4,1,0,0,6652,Estadio Olímpico Benito Juárez,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725126,2025-03-01,17:00,2025,AME,TOL,3,0,4,11,15,3,3,0,1,0,29222,Estadio Ciudad de los Deportes,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725124,2025-02-28,21:00,2025,MAZ,CAZ,1,1,4,2,6,0,2,1,0,0,12207,Estadio El Encanto,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725122,2025-02-26,21:05,2025,ASL,GDL,3,1,2,8,10,2,4,0,1,0,22529,Estadio Libertad Financiera,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725123,2025-02-26,21:00,2025,TOL,QRO,5,0,10,4,14,5,5,0,1,0,24163,Estadio Nemesio Díez Riega,,,real,0,1,post,,,4.0,0.0,4.0,,,,,,,,,,,
725121,2025-02-26,19:00,2025,PAC,PUE,2,1,7,2,9,1,3,0,1,0,10042,Estadio Hidalgo,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725120,2025-02-25,21:00,2025,MAZ,MTY,1,0,1,8,9,1,1,0,1,0,10473,Estadio El Encanto,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725119,2025-02-25,21:00,2025,TIJ,PUM,4,2,2,11,13,2,6,0,1,0,20133,Estadio Caliente,,,real,0,1,post,,,3.0,0.0,3.0,,,,,,,,,,,
725118,2025-02-25,19:00,2025,UANL,JUA,0,1,11,1,12,-1,1,0,0,1,31651,Estadio Universitario,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725117,2025-02-23,19:05,2025,CAZ,QRO,1,0,11,2,13,1,1,0,1,0,11477,Estadio Olímpico Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725116,2025-02-23,17:00,2025,SAN,ATS,2,0,6,6,12,2,2,0,1,0,11655,Estadio Corona,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725114,2025-02-22,21:05,2025,PUM,AME,0,2,4,6,10,-2,2,0,0,1,38246,Estadio Olímpico Universitario,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725113,2025-02-22,19:05,2025,GDL,PAC,2,1,2,11,13,1,3,0,1,0,34690,Estadio Akron,,,real,0,1,post,,,2.0,1.0,3.0,,,,,,,,,,,
725112,2025-02-22,19:00,2025,MTY,ASL,3,1,6,6,12,2,4,0,1,0,50023,Estadio BBVA,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725111,2025-02-22,19:00,2025,LEO,UANL,1,0,4,3,7,1,1,0,1,0,25186,Estadio León,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725115,2025-02-22,17:00,2025,JUA,TOL,0,4,6,2,8,-4,4,0,0,1,9572,Estadio Olímpico Benito Juárez,,,real,0,1,post,,,0.0,3.0,3.0,,,,,,,,,,,
725110,2025-02-21,21:00,2025,PUE,TIJ,2,0,3,5,8,2,2,0,1,0,13050,Estadio Cuauhtémoc,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725109,2025-02-21,19:00,2025,NEC,MAZ,3,1,10,4,14,2,4,0,1,0,17268,Estadio Victoria,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725106,2025-02-19,21:05,2025,SAN,CAZ,0,1,7,10,17,-1,1,0,0,1,14020,Estadio Corona,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725108,2025-02-19,19:00,2025,AME,LEO,1,1,2,2,4,0,2,1,0,0,29543,Estadio Ciudad de los Deportes,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725107,2025-02-18,21:10,2025,ATS,NEC,0,4,8,3,11,-4,4,0,0,1,16031,Estadio Jalisco,,,real,0,1,post,,,0.0,2.0,2.0,,,,,,,,,,,
725104,2025-02-16,19:05,2025,PAC,PUM,2,1,14,5,19,1,3,0,1,0,12069,Estadio Hidalgo,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725105,2025-02-16,19:00,2025,ASL,LEO,1,2,6,3,9,-1,3,0,0,1,21212,Estadio Libertad Financiera,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725103,2025-02-16,17:00,2025,QRO,MTY,2,4,5,3,8,-2,6,0,0,1,17494,Estadio Corregidora,,,real,0,1,post,,,0.0,3.0,3.0,,,,,,,,,,,
725102,2025-02-15,21:10,2025,TOL,GDL,2,1,5,5,10,1,3,0,1,0,27273,Estadio Nemesio Díez Riega,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725101,2025-02-15,19:00,2025,UANL,CAZ,2,1,6,5,11,1,3,0,1,0,41615,Estadio Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725099,2025-02-15,17:00,2025,ATS,PUE,3,2,7,3,10,1,5,0,1,0,16083,Estadio Jalisco,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725100,2025-02-14,21:00,2025,AME,NEC,2,3,7,3,10,-1,5,0,0,1,25753,Estadio Ciudad de los Deportes,,,real,0,1,post,,,0.0,2.0,2.0,,,,,,,,,,,
725098,2025-02-14,21:00,2025,TIJ,JUA,1,2,5,4,9,-1,3,0,0,1,12333,Estadio Caliente,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725097,2025-02-14,21:00,2025,MAZ,SAN,1,1,11,8,19,0,2,1,0,0,7274,Estadio El Encanto,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725096,2025-02-09,21:05,2025,GDL,TIJ,2,1,7,5,12,1,3,0,1,0,24483,Estadio Akron,,,real,0,1,post,,,2.0,1.0,3.0,,,,,,,,,,,
725095,2025-02-09,18:00,2025,PUM,MAZ,1,0,3,5,8,1,1,0,1,0,8845,Estadio Olímpico Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725093,2025-02-08,21:05,2025,CAZ,PAC,2,1,12,7,19,1,3,0,1,0,10733,Estadio Olímpico Universitario,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725094,2025-02-08,21:00,2025,JUA,MTY,2,1,5,3,8,1,3,0,1,0,8785,Estadio Olímpico Benito Juárez,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725092,2025-02-08,19:00,2025,UANL,ATS,2,1,4,3,7,1,3,0,1,0,39454,Estadio Universitario,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725091,2025-02-08,19:00,2025,LEO,TOL,3,3,1,5,6,0,6,1,0,0,25425,Estadio León,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725089,2025-02-07,21:00,2025,PUE,AME,1,2,3,10,13,-1,3,0,0,1,36335,Estadio Cuauhtémoc,,,real,0,1,post,,,0.0,2.0,2.0,,,,,,,,,,,
725090,2025-02-07,19:00,2025,NEC,SAN,3,2,8,6,14,1,5,0,1,0,15639,Estadio Victoria,,,real,0,1,post,,,2.0,2.0,4.0,,,,,,,,,,,
725088,2025-02-07,19:00,2025,QRO,ASL,1,0,5,3,8,1,1,0,1,0,8174,Estadio Corregidora,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725087,2025-02-05,21:10,2025,PAC,LEO,1,2,9,3,12,-1,3,0,0,1,21224,Estadio Hidalgo,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725086,2025-02-02,19:00,2025,ASL,PUM,2,3,6,1,7,-1,5,0,0,1,18905,Estadio Libertad Financiera,,,real,0,1,post,,,1.0,2.0,3.0,,,,,,,,,,,
725085,2025-02-02,17:00,2025,SAN,PUE,0,2,3,4,7,-2,2,0,0,1,11311,Estadio Corona,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725084,2025-02-01,21:15,2025,TOL,UANL,1,0,3,7,10,1,1,0,1,0,27273,Estadio Nemesio Díez Riega,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725082,2025-02-01,19:05,2025,MTY,NEC,1,0,4,11,15,1,1,0,1,0,44471,Estadio BBVA,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725083,2025-02-01,19:00,2025,PAC,ATS,0,0,6,2,8,0,0,1,0,0,14479,Estadio Hidalgo,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725081,2025-02-01,17:05,2025,GDL,QRO,1,1,6,6,12,0,2,1,0,0,32087,Estadio Akron,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725080,2025-02-01,17:00,2025,AME,JUA,4,0,2,5,7,4,4,0,1,0,27623,Estadio Ciudad de los Deportes,,,real,0,1,post,,,2.0,0.0,2.0,,,,,,,,,,,
725079,2025-01-31,21:05,2025,TIJ,CAZ,2,3,3,5,8,-1,5,0,0,1,23333,Estadio Caliente,,,real,0,1,post,,,0.0,3.0,3.0,,,,,,,,,,,
725078,2025-01-31,19:00,2025,MAZ,LEO,1,2,5,2,7,-1,3,0,0,1,12383,Estadio El Encanto,,,real,0,1,post,,,0.0,2.0,2.0,,,,,,,,,,,
725076,2025-01-29,21:05,2025,PUM,TOL,1,1,4,5,9,0,2,1,0,0,17148,Estadio Olímpico Universitario,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725077,2025-01-29,21:00,2025,JUA,SAN,1,0,7,3,10,1,1,0,1,0,7189,Estadio Olímpico Benito Juárez,,,real,0,1,post,,,0.0,0.0,0.0,,,,,,,,,,,
725075,2025-01-29,19:00,2025,QRO,PAC,0,1,5,8,13,-1,1,0,0,1,9635,Estadio Corregidora,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
725074,2025-01-29,19:00,2025,ATS,MTY,3,3,3,6,9,0,6,1,0,0,18099,Estadio Jalisco,,,real,0,1,post,,,2.0,1.0,3.0,,,,,,,,,,,
725071,2025-01-28,21:05,2025,NEC,CAZ,1,3,2,6,8,-2,4,0,0,1,16866,Estadio Victoria,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725073,2025-01-28,21:00,2025,LEO,GDL,2,1,3,5,8,1,3,0,1,0,26673,Estadio León,,,real,0,1,post,,,1.0,1.0,2.0,,,,,,,,,,,
725072,2025-01-28,21:00,2025,UANL,TIJ,4,0,7,3,10,4,4,0,1,0,34668,Estadio Universitario,,,real,0,1,post,,,1.0,0.0,1.0,,,,,,,,,,,
725070,2025-01-28,19:00,2025,PUE,MAZ,0,1,10,0,10,-1,1,0,0,1,11030,Estadio Cuauhtémoc,,,real,0,1,post,,,0.0,1.0,1.0,,,,,,,,,,,
